"loeuf_rank","input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","post_publication_update","match_status","match_method","match_note","gene","ensembl_gene_id","transcript_id","transcript_version","transcript_selection_method","chromosome","start_position","end_position","loeuf","pLI","plof_obs","plof_exp","plof_oe","missense_oe","missense_z","synonymous_oe","highly_lof_constrained","strong_missense_constraint","constraint_signal_pattern","quality_status","quality_flags","low_coverage_flag","poor_mappability_flag","gene_quality_metrics.exome_prop_bp_AN90","gene_quality_metrics.exome_mean_AS_MQ","gene_quality_metrics.exome_prop_segdup","gene_quality_metrics.exome_prop_LCR","gene_flags","constraint_flags"
54,270,"TRIM71",131405,"Q2Q1W2","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM71","ENSG00000206557","ENST00000383763","ENST00000383763.6","MANE Select","chr3",32817997,32897824,0.25674,1,9,61.171,0.14713,0.80566,2.9172,1.166,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,0.8894,59.999,0,0.024962,"[]","[]"
55,666,"MYCBP2",23077,"O75592","Atypical (RING-Cys-Relay)","Atypical","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MYCBP2","ENSG00000005810","ENST00000544440","ENST00000544440.7","MANE Select","chr13",77044657,77327094,0.26585,1,120,525.27,0.22846,0.73342,8.5513,0.96843,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.98988,59.999,0,0.0046316,"[]","[]"
56,117,"RNF111",54778,"Q6ZNA4","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF111","ENSG00000157450","ENST00000348370","ENST00000348370.9","MANE Select","chr15",58987663,59097419,0.26825,1,17,95.057,0.17884,0.98229,0.26273,1.0607,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
57,642,"ELOA",6924,"Q14241","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ELOA","ENSG00000011007","ENST00000613537","ENST00000613537.5","MANE Select","chr1",23743471,23762059,0.27099,1,15,85.231,0.17599,0.80722,2.5377,0.97431,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
58,419,"FBXO42",54455,"Q6P3S6","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO42","ENSG00000037637","ENST00000375592","ENST00000375592.8","MANE Select","chr1",16246840,16352480,0.27134,1,12,71.654,0.16747,0.77528,2.8942,0.99231,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
59,182,"RNF41",10193,"Q9H4P4","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF41","ENSG00000181852","ENST00000345093","ENST00000345093.9","MANE Select","chr12",56202179,56221922,0.27725,0.99998,4,33.016,0.12115,0.52711,4.1946,1.0707,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
60,639,"ASB7",140460,"Q9H672","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ASB7","ENSG00000183475","ENST00000332783","ENST00000332783.12","MANE Select","chr15",100602589,100651701,0.2817,0.99998,4,32.494,0.1231,0.44465,4.7786,1.1052,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
61,276,"TRIM8",81603,"Q9BZR9","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM8","ENSG00000171206","ENST00000643721","ENST00000643721.2","MANE Select","chr10",102644479,102658318,0.28195,1,9,55.703,0.16157,0.75505,2.8348,1.0052,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
62,352,"HECTD4",283450,"Q9Y4D8","HECT E3 ligase","HECT","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","HECTD4","ENSG00000173064","ENST00000682272","ENST00000682272.1","MANE Select","chr12",112160195,112382431,0.2825,1,114,471.46,0.2418,0.68406,10.13,0.89184,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.96726,59.997,0,0.0024898,"[]","[]"
63,349,"HECTD1",25831,"Q9ULT8","HECT E3 ligase","HECT","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","HECTD1","ENSG00000092148","ENST00000399332","ENST00000399332.6","MANE Select","chr14",31100117,31207793,0.28285,1,69,298.06,0.2315,0.70684,7.0227,0.95813,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.99259,59.997,0,0,"[]","[]"
64,56,"MDM2",4193,"Q00987","RING, Ubl E3","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MDM2","ENSG00000135679","ENST00000258149","ENST00000258149.11","MANE Select","chr12",68808177,68845544,0.28296,1,11,64.347,0.17095,0.67228,3.3578,1.0057,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.994,0,0,"[]","[]"
65,67,"MKRN1",23608,"Q9UHC7","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MKRN1","ENSG00000133606","ENST00000255977","ENST00000255977.7","MANE Select","chr7",140453033,140479505,0.28315,1,9,55.466,0.16226,0.77867,2.3631,1.0726,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,0.87206,59.582,0.24136,0,"[]","[]"
66,388,"FBXL20",84961,"Q96IG2","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL20","ENSG00000108306","ENST00000264658","ENST00000264658.11","MANE Select","chr17",39252663,39401626,0.28459,1,11,63.978,0.17193,0.57586,4.1493,0.97366,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
67,611,"PHIP",55023,"Q8WWQ0","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PHIP","ENSG00000146247","ENST00000275034","ENST00000275034.5","MANE Select","chr6",78934419,79078254,0.28604,1,54,236.82,0.22802,0.62535,7.4788,1.0516,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.97767,59.999,0,0.019037,"[]","[]"
68,664,"FZR1",51343,"Q9UM11","APC substrate receptor","APC/C","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FZR1","ENSG00000105325","ENST00000441788","ENST00000441788.7","MANE Select","chr19",3506311,3538334,0.2864,1,11,63.574,0.17303,0.64003,4.0253,1.1012,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.997,0,0,"[]","[]"
69,51,"MARCHF5",54708,"Q9NX47","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MARCHF5","ENSG00000198060","ENST00000358935","ENST00000358935.3","MANE Select","chr10",92291167,92353964,0.28839,0.99999,5,36.454,0.13716,0.5323,3.6578,0.93711,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
70,677,"EGR2",1959,"P11161","Atypical E3, SUMO E3","Atypical","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","EGR2","ENSG00000122877","ENST00000242480","ENST00000242480.4","MANE Select","chr10",62811996,62816366,0.29641,0.99944,2,21.24,0.09416,0.72674,2.9257,1.0923,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
71,362,"ITCH",83737,"Q96J02","HECT E3 ligase","HECT","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ITCH","ENSG00000078747","ENST00000374864","ENST00000374864.10","MANE Select","chr20",34363273,34511773,0.30265,1,28,126.84,0.22075,0.61122,5.3276,1.0059,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
72,422,"FBXO45",200933,"P0C2W1","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO45","ENSG00000174013","ENST00000311630","ENST00000311630.7","MANE Select","chr3",196568660,196589059,0.30369,0.99978,3,25.531,0.1175,0.59997,3.2596,1.0349,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.87646,59.999,0,0.11772,"[]","[]"
73,447,"APPBP2",10513,"Q92624","CRL2 substrate receptor (BC-CUL2-box)","CRL2","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","APPBP2","ENSG00000062725","ENST00000083182","ENST00000083182.8","MANE Select","chr17",60443158,60526242,0.3041,1,15,75.952,0.19749,0.58349,4.6569,0.91662,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
74,539,"KLHL2",11275,"O95198","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL2","ENSG00000109466","ENST00000226725","ENST00000226725.11","MANE Select","chr4",165207561,165323147,0.30452,1,15,75.848,0.19776,0.51418,5.6402,0.84968,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.98482,56.646,0.29117,0,"[]","[]"
75,58,"MEX3A",92312,"A1L020","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MEX3A","ENSG00000254726","ENST00000532414","ENST00000532414.3","MANE Select","chr1",156072013,156082465,0.30476,0.99992,4,30.035,0.13318,0.75332,2.8556,1.0227,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,0.8891,59.994,0,0.076923,"[]","[]"
76,358,"HERC4",26091,"Q5GLZ8","HECT E3 ligase","HECT","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","HERC4","ENSG00000148634","ENST00000373700","ENST00000373700.9","MANE Select","chr10",67921905,68075283,0.30878,1,28,124.33,0.22521,0.57998,6.2808,0.96553,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.99746,59.998,0,0,"[]","[]"
77,222,"TRIM3",10612,"O75382","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM3","ENSG00000110171","ENST00000345851","ENST00000345851.8","MANE Select","chr11",6448613,6473941,0.31052,1,13,66.56,0.19531,0.69682,4.1303,0.98615,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
78,52,"MARCHF6",10299,"O60337","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MARCHF6","ENSG00000145495","ENST00000274140","ENST00000274140.10","MANE Select","chr5",10353695,10440388,0.31293,1,31,133.7,0.23187,0.6446,5.0763,0.98127,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.997,0,0,"[]","[]"
79,102,"RC3H2",54542,"Q9HBD1","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RC3H2","ENSG00000056586","ENST00000357244","ENST00000357244.7","MANE Select","chr9",122844556,122905359,0.31383,1,31,133.31,0.23254,0.81759,2.9493,1.0295,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
80,196,"SIAH1",6477,"Q8IUQ4","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SIAH1","ENSG00000196470","ENST00000394725","ENST00000394725.3","MANE Select","chr16",48360531,48385413,0.31483,0.99896,2,19.997,0.10001,0.33493,5.3465,0.94155,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
81,158,"RNF2",6045,"Q99496","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF2","ENSG00000121481","ENST00000367510","ENST00000367510.8","MANE Select","chr1",185045558,185102603,0.31875,0.99997,6,37.152,0.1615,0.62128,3.2466,1.0024,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.73,0.53968,0,"[]","[]"
82,217,"TRIM24",8805,"O15164","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM24","ENSG00000122779","ENST00000343526","ENST00000343526.9","MANE Select","chr7",138460259,138589996,0.31915,1,29,123.9,0.23407,0.71953,4.3051,0.98884,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.9654,59.999,0,0,"[]","[]"
83,597,"DCAF4L1",285429,"Q3SXM0","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF4L1","ENSG00000182308","ENST00000333141","ENST00000333141.7","MANE Select","chr4",41981756,41986465,0.32503,0.99979,4,28.162,0.14204,0.654,3.3197,1.1879,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
84,65,"MID1",4281,"O15344","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MID1","ENSG00000101871","ENST00000317552","ENST00000317552.9","MANE Select","chrX",10445556,10620585,0.32563,0.99998,7,40.378,0.17336,0.65714,3.4557,1.0352,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.9995,59.999,0.034483,0,"[]","[]"
85,355,"HERC1",8925,"Q15751","HECT E3 ligase","HECT","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","HERC1","ENSG00000103657","ENST00000443617","ENST00000443617.7","MANE Select","chr15",63608618,63833948,0.3291,1,160,554.31,0.28865,0.83113,5.5408,1.0203,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.99959,59.999,0,0,"[]","[]"
86,44,"MAP3K1",4214,"Q13233","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MAP3K1","ENSG00000095015","ENST00000399503","ENST00000399503.4","MANE Select","chr5",56815549,56896152,0.32975,1,36,144.17,0.2497,0.87676,2.28,1.0426,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,0.8922,59.999,0,0.0061728,"[]","[]"
87,202,"TRAF3",7187,"Q13114","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAF3","ENSG00000131323","ENST00000392745","ENST00000392745.8","MANE Select","chr14",102777449,102911500,0.33165,1,13,62.321,0.2086,0.59317,4.7256,0.94915,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
88,203,"TRAF4",9618,"Q9BUZ4","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAF4","ENSG00000076604","ENST00000262395","ENST00000262395.10","MANE Select","chr17",28744011,28750956,0.33216,0.99999,9,47.283,0.19034,0.72226,2.9501,0.996,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,0.99574,59.635,0,0,"[]","[]"
89,21,"COP1",64326,"Q8NHY2","RING, CRL4 substrate receptor (DDB1-binding protein)","RING; CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","COP1","ENSG00000143207","ENST00000367669","ENST00000367669.8","MANE Select","chr1",175944831,176207286,0.33331,1,24,101.26,0.237,0.73164,3.4454,1.015,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,0.90014,59.967,0,0,"[]","[]"
90,426,"FBXO5",26271,"Q9UKT4","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXO5","ENSG00000112029","ENST00000229758","ENST00000229758.8","MANE Select","chr6",152970535,152983041,0.33344,0.99999,8,43.291,0.1848,0.91661,0.8231,1.0534,TRUE,FALSE,"pLoF constrained only","pass","none",FALSE,FALSE,0.97166,59.999,0,0,"[]","[]"
91,621,"WDR48",57599,"Q8TAF3","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDR48","ENSG00000114742","ENST00000302313","ENST00000302313.10","MANE Select","chr3",39052016,39096664,0.33427,1,22,93.979,0.23409,0.66476,4.0787,0.99112,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
92,614,"TBL1X",6907,"O60907","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TBL1X","ENSG00000101849","ENST00000645353","ENST00000645353.2","MANE Select","chrX",9465058,9719740,0.33457,1,10,50.699,0.19724,0.67402,3.1225,0.8848,TRUE,TRUE,"pLoF and missense constrained","pass","none",FALSE,FALSE,1,59.692,0,0,"[]","[]"
93,259,"TRIM61",391712,"Q5EBN2","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM61","ENSG00000183439","ENST00000329314","ENST00000329314.6","MANE Select","chr4",164954446,164977657,0.33497,0.9944,1,14.162,0.070611,0.093986,5.494,0.11172,FALSE,FALSE,"missing or flagged constraint","flagged","gene_flags=[""low_exome_mapping_quality""]",TRUE,TRUE,0.83732,42.213,0.83732,0,"[""low_exome_mapping_quality""]","[]"
