"input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","match_status","gnomad_symbol_matches","match_method","match_note","matched_gnomad_symbol","ensembl_gene_id","transcript_id","duplicated_gene_assignment","quality_status","quality_flags"
107,"RFPL3","10738","O75679","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFPL3","ENSG00000128276","ENST00000249007",FALSE,"pass","none"
108,"RFPL4A","342931","A6NLU0","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFPL4A","ENSG00000223638","ENST00000434937",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]; constraint_flags=[""outlier_syn""]"
109,"RFPL4AL1","729974","F8VTS6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFPL4AL1","ENSG00000229292","ENST00000341750",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]; constraint_flags=[""outlier_syn""]"
110,"RFPL4B","442247","Q6ZWI9","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFPL4B","ENSG00000251258","ENST00000441065",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
111,"RFWD3","55159","Q6PCD5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFWD3","ENSG00000168411","ENST00000361070",FALSE,"pass","none"
112,"RING1","6015","Q06587","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RING1","ENSG00000204227","ENST00000374656",FALSE,"pass","none"
113,"RLIM","51132","Q9NVW2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RLIM","ENSG00000131263","ENST00000332687",FALSE,"pass","none"
114,"RNF10","9921","Q8N5U6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF10","ENSG00000022840","ENST00000325954",FALSE,"pass","none"
115,"RNF103","7844","O00237","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF103","ENSG00000239305","ENST00000237455",FALSE,"pass","none"
116,"RNF11","26994","Q9Y3C5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF11","ENSG00000123091","ENST00000242719",FALSE,"pass","none"
117,"RNF111","54778","Q6ZNA4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF111","ENSG00000157450","ENST00000348370",FALSE,"pass","none"
118,"RNF112","7732","Q9ULX5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF112","ENSG00000128482","ENST00000461366",FALSE,"pass","none"
119,"RNF113A","7737","O15541","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF113A","ENSG00000125352","ENST00000371442",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
120,"RNF113B","140432","Q8IZP6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF113B","ENSG00000139797","ENST00000267291",FALSE,"pass","none"
121,"RNF114","55905","Q9Y508","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF114","ENSG00000124226","ENST00000244061",FALSE,"pass","none"
122,"RNF115","27246","Q9Y4L5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF115","ENSG00000265491","ENST00000582693",FALSE,"pass","none"
123,"RNF121","55298","Q9H920","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF121","ENSG00000137522","ENST00000361756",FALSE,"pass","none"
124,"RNF122","79845","Q9H9V4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF122","ENSG00000133874","ENST00000256257",FALSE,"pass","none"
125,"RNF123","63891","Q5XPI4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF123","ENSG00000164068","ENST00000327697",FALSE,"pass","none"
126,"RNF125","54941","Q96EQ8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF125","ENSG00000101695","ENST00000217740",FALSE,"pass","none"
127,"RNF126","55658","Q9BV68","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF126","ENSG00000070423","ENST00000292363",FALSE,"pass","none"
128,"RNF128","79589","Q8TEB7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF128","ENSG00000133135","ENST00000255499",FALSE,"pass","none"
129,"RNF13","11342","O43567","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF13","ENSG00000082996","ENST00000392894",FALSE,"pass","none"
130,"RNF130","55819","Q86XS8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF130","ENSG00000113269","ENST00000521389",FALSE,"pass","none"
131,"RNF133","168433","Q8WVZ7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF133","ENSG00000188050","ENST00000340112",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
132,"RNF135","84282","Q8IUD6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF135","ENSG00000181481","ENST00000328381",FALSE,"pass","none"
133,"RNF138","51444","Q8WVD3","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF138","ENSG00000134758","ENST00000261593",FALSE,"pass","none"
134,"RNF139","11236","Q8WU17","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF139","ENSG00000170881","ENST00000303545",FALSE,"pass","none"
135,"RNF141","50862","Q8WVD5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF141","ENSG00000110315","ENST00000265981",FALSE,"pass","none"
136,"RNF145","153830","Q96MT1","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF145","ENSG00000145860","ENST00000424310",FALSE,"pass","none"
137,"RNF146","81847","Q9NTX7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF146","ENSG00000118518","ENST00000368314",FALSE,"pass","none"
138,"RNF148","378925","Q8N7C7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF148","ENSG00000235631","ENST00000434824",FALSE,"pass","none"
139,"RNF149","284996","Q8NC42","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF149","ENSG00000163162","ENST00000295317",FALSE,"pass","none"
140,"RNF150","57484","Q9ULK6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF150","ENSG00000170153","ENST00000515673",FALSE,"pass","none"
141,"RNF151","146310","Q2KHN1","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF151","ENSG00000179580","ENST00000569714",FALSE,"pass","none"
142,"RNF152","220441","Q8N8N0","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF152","ENSG00000176641","ENST00000312828",FALSE,"pass","none"
143,"RNF157","114804","Q96PX1","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF157","ENSG00000141576","ENST00000269391",FALSE,"pass","none"
144,"RNF166","115992","Q96A37","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF166","ENSG00000158717","ENST00000312838",FALSE,"pass","none"
145,"RNF167","26001","Q9H6Y7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF167","ENSG00000108523","ENST00000262482",FALSE,"pass","none"
146,"RNF168","165918","Q8IYW5","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF168","ENSG00000163961","ENST00000318037",FALSE,"pass","none"
147,"RNF169","254225","Q8NCN4","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF169","ENSG00000166439","ENST00000299563",FALSE,"pass","none"
148,"RNF17","56163","Q9BXT8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF17","ENSG00000132972","ENST00000255324",FALSE,"pass","none"
149,"RNF170","81790","Q96K19","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF170","ENSG00000120925","ENST00000527424",FALSE,"pass","none"
150,"RNF175","285533","Q8N4F7","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF175","ENSG00000145428","ENST00000347063",FALSE,"pass","none"
151,"RNF180","285671","Q86T96","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF180","ENSG00000164197","ENST00000389100",FALSE,"pass","none"
152,"RNF181","51255","Q9P0P0","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF181","ENSG00000168894","ENST00000306368",FALSE,"pass","none"
153,"RNF182","221687","Q8N6D2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF182","ENSG00000180537","ENST00000488300",FALSE,"pass","none"
154,"RNF183","138065","Q96D59","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF183","ENSG00000165188","ENST00000489339",FALSE,"pass","none"
155,"RNF185","91445","Q96GF1","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF185","ENSG00000138942","ENST00000326132",FALSE,"pass","none"
156,"RNF186","54546","Q9NXI6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF186","ENSG00000178828","ENST00000375121",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
157,"RNF187","149603","Q5TA31","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF187","ENSG00000168159","ENST00000305943",FALSE,"pass","none"
158,"RNF2","6045","Q99496","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF2","ENSG00000121481","ENST00000367510",FALSE,"pass","none"
159,"RNF20","56254","Q5VTR2","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF20","ENSG00000155827","ENST00000389120",FALSE,"pass","none"
160,"RNF207","388591","Q6ZRF8","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF207","ENSG00000158286","ENST00000377939",FALSE,"pass","none"
161,"RNF208","727800","Q9H0X6","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF208","ENSG00000212864","ENST00000391553",FALSE,"pass","none"
162,"RNF212","285498","Q495C1","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF212","ENSG00000178222","ENST00000433731",FALSE,"pass","none"
163,"RNF212B","100507650","A8MTL3","RING","RING","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF212B","ENSG00000215277","ENST00000430154",FALSE,"pass","none"
164,"RNF213","57674","Q63HN8","RING, atypical E3 (RZ finger)","Atypical","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF213","ENSG00000173821","ENST00000582970",FALSE,"pass","none"
